Running compare_preferences with the following options:
Using distance function Jensen-Shannon
Using sites [2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99, 100, 101, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 112, 113, 114, 115, 116, 117, 118, 119, 120, 121, 122, 123, 124, 125, 126, 127, 128, 129, 130, 131, 132, 133, 134, 135, 136, 137, 138, 139, 140, 141, 142, 143, 144, 145, 146, 147, 148, 149, 150, 151, 152, 153, 154, 155, 156, 157, 158, 159, 160, 161, 162, 163, 164, 165, 166, 167, 168, 169, 170, 171, 172, 173, 174, 175, 176, 177, 178, 179, 180, 181, 182, 183, 184, 185, 186, 187, 188, 189, 190, 191, 192, 193, 194, 195, 196, 197, 198, 199, 200, 201, 202, 203, 204, 205, 206, 207, 208, 209, 210, 211, 212, 213, 214, 215, 216, 217, 218, 219, 220, 221, 222, 223, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 239, 240, 241, 242, 243, 244, 245, 246, 247, 248, 249, 250, 251, 252, 253, 254, 255, 256, 257, 258, 259, 260, 261, 262, 263, 264, 265, 266, 267, 268, 269, 270, 271, 272, 273, 274, 275, 276, 277, 278, 279, 280, 281, 282, 283, 284, 285, 286, 287, 288, 289, 290, 291, 292, 293, 294, 295, 296, 297, 298, 299, 300, 301, 302, 303, 304, 305, 306, 307, 308, 309, 310, 311, 312, 313, 314, 315, 316, 317, 318, 319, 320, 321, 322, 323, 324, 325, 326, 327, 328, 329, 330, 331, 332, 333, 334, 335, 336, 337, 338, 339, 340, 341, 342, 343, 344, 345, 346, 347, 348, 349, 350, 351, 352, 353, 354, 355, 356, 357, 358, 359, 360, 361, 362, 363, 364, 365, 366, 367, 368, 369, 370, 371, 372, 373, 374, 375, 376, 377, 378, 379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393, 394, 395, 396, 397, 398, 399, 400, 401, 402, 403, 404, 405, 406, 407, 408, 409, 410, 411, 412, 413, 414, 415, 416, 417, 418, 419, 420, 421, 422, 423, 424, 425, 426, 427, 428, 429, 430, 431, 432, 433, 434, 435, 436, 437, 438, 439, 440, 441, 442, 443, 444, 445, 446, 447, 448, 449, 450, 451, 452, 453, 454, 455, 456, 457, 458, 459, 460, 461, 462, 463, 464, 465, 466, 467, 468, 469, 470, 471, 472, 473, 474, 475, 476, 477, 478, 479, 480, 481, 482, 483, 484, 485, 486, 487, 488, 489, 490, 491, 492, 493, 494, 495, 496, 497, 498]
Running in output directory /fh/fast/bloom_j/grp/mapmuts/examples/2015_NP_homolog_comparison/compare_prefs_output/
Performing comparisons between the following pairs of groups:

Comparison #1:
Comparing Aichi/1968 previous study vs Aichi/1968 current study
Preference files for Aichi/1968 previous study: ['Aichi68A_replicate_1_prefs.txt', 'Aichi68A_replicate_2_prefs.txt', 'Aichi68A_replicate_3_prefs.txt', 'Aichi68A_replicate_4_prefs.txt', 'Aichi68B_replicate_1_prefs.txt', 'Aichi68B_replicate_2_prefs.txt', 'Aichi68B_replicate_3_prefs.txt', 'Aichi68B_replicate_4_prefs.txt']
Preference files for Aichi/1968 current study: ['Aichi68C_replicate_1_prefs.txt', 'Aichi68C_replicate_2_prefs.txt']
----------------

Comparison #2:
Comparing Aichi/1968 vs PR/1934
Preference files for Aichi/1968: ['Aichi68A_replicate_1_prefs.txt', 'Aichi68A_replicate_2_prefs.txt', 'Aichi68A_replicate_3_prefs.txt', 'Aichi68A_replicate_4_prefs.txt', 'Aichi68B_replicate_1_prefs.txt', 'Aichi68B_replicate_2_prefs.txt', 'Aichi68B_replicate_3_prefs.txt', 'Aichi68B_replicate_4_prefs.txt', 'Aichi68C_replicate_1_prefs.txt', 'Aichi68C_replicate_2_prefs.txt']
Preference files for PR/1934: ['PR8_replicate_1_prefs.txt', 'PR8_replicate_2_prefs.txt', 'PR8_replicate_3_prefs.txt']
----------------

Comparison #3:
Comparing PR/1934 vs HA
Preference files for PR/1934: ['PR8_replicate_1_prefs.txt_stripped', 'PR8_replicate_2_prefs.txt_stripped', 'PR8_replicate_3_prefs.txt_stripped']
Preference files for HA: ['WSN_HA_rep1_prefs.txt_stripped', 'WSN_HA_rep2_prefs.txt_stripped', 'WSN_HA_rep3_prefs.txt_stripped']
----------------

Beginning comparision: Aichi/1968 previous study vs Aichi/1968 current study
Found r_diff of 0.294137 for scaling parameter of 1.180000.
Found r_diff of 0.279505 for scaling parameter of 1.200000.
Found r_diff of 0.286771 for scaling parameter of 1.220000.
Found r_diff of 0.280531 for scaling parameter of 1.240000.
Found r_diff of 0.288975 for scaling parameter of 1.260000.
Found r_diff of 0.284634 for scaling parameter of 1.280000.
Found r_diff of 0.289897 for scaling parameter of 1.300000.
Found r_diff of 0.279989 for scaling parameter of 1.320000.
Found r_diff of 0.281654 for scaling parameter of 1.340000.
Found r_diff of 0.273932 for scaling parameter of 1.360000.
Found r_diff of 0.271884 for scaling parameter of 1.380000.
Found r_diff of 0.269633 for scaling parameter of 1.400000.
Found r_diff of 0.270291 for scaling parameter of 1.420000.
Found r_diff of 0.280611 for scaling parameter of 1.440000.
Found r_diff of 0.261045 for scaling parameter of 1.460000.
Found r_diff of 0.251909 for scaling parameter of 1.480000.
Found r_diff of 0.264256 for scaling parameter of 1.500000.
Found r_diff of 0.271295 for scaling parameter of 1.520000.
Found r_diff of 0.259099 for scaling parameter of 1.540000.
Found r_diff of 0.249865 for scaling parameter of 1.560000.
Found r_diff of 0.255495 for scaling parameter of 1.580000.
Found r_diff of 0.263329 for scaling parameter of 1.600000.
Found r_diff of 0.256754 for scaling parameter of 1.620000.
Found r_diff of 0.261359 for scaling parameter of 1.640000.
Found r_diff of 0.251059 for scaling parameter of 1.660000.
Found r_diff of 0.247788 for scaling parameter of 1.680000.
Found r_diff of 0.248869 for scaling parameter of 1.700000.
Found r_diff of 0.246758 for scaling parameter of 1.720000.
Found r_diff of 0.240018 for scaling parameter of 1.740000.
Found r_diff of 0.243344 for scaling parameter of 1.760000.
Found r_diff of 0.238719 for scaling parameter of 1.780000.
Found r_diff of 0.236796 for scaling parameter of 1.800000.
Found r_diff of 0.248002 for scaling parameter of 1.820000.
Found r_diff of 0.245893 for scaling parameter of 1.840000.
Found r_diff of 0.234170 for scaling parameter of 1.860000.
Found r_diff of 0.235308 for scaling parameter of 1.880000.
Found r_diff of 0.232149 for scaling parameter of 1.900000.
Found r_diff of 0.233841 for scaling parameter of 1.920000.
Found r_diff of 0.236574 for scaling parameter of 1.940000.
Found r_diff of 0.235094 for scaling parameter of 1.960000.
Found r_diff of 0.217040 for scaling parameter of 1.980000.
Found r_diff of 0.225106 for scaling parameter of 2.000000.
Found r_diff of 0.232905 for scaling parameter of 2.020000.
Found r_diff of 0.229720 for scaling parameter of 2.040000.
Found r_diff of 0.219761 for scaling parameter of 2.060000.
Found r_diff of 0.229115 for scaling parameter of 2.080000.
Found r_diff of 0.219129 for scaling parameter of 2.100000.
Found r_diff of 0.217721 for scaling parameter of 2.120000.
Found r_diff of 0.221471 for scaling parameter of 2.140000.
Found r_diff of 0.217813 for scaling parameter of 2.160000.
Found r_diff of 0.213106 for scaling parameter of 2.180000.
Found r_diff of 0.211212 for scaling parameter of 2.200000.
Found r_diff of 0.209867 for scaling parameter of 2.220000.
Found r_diff of 0.214333 for scaling parameter of 2.240000.
Found r_diff of 0.195492 for scaling parameter of 2.260000.
Found r_diff of 0.210666 for scaling parameter of 2.280000.
Found r_diff of 0.201900 for scaling parameter of 2.300000.
Found r_diff of 0.199885 for scaling parameter of 2.320000.
Found r_diff of 0.203101 for scaling parameter of 2.340000.
Found r_diff of 0.207763 for scaling parameter of 2.360000.
Found r_diff of 0.203593 for scaling parameter of 2.380000.
Found r_diff of 0.203858 for scaling parameter of 2.400000.
Found r_diff of 0.196190 for scaling parameter of 2.420000.
Found r_diff of 0.189799 for scaling parameter of 2.440000.
Found r_diff of 0.188227 for scaling parameter of 2.460000.
Found r_diff of 0.192831 for scaling parameter of 2.480000.
Found r_diff of 0.193269 for scaling parameter of 2.500000.
Found r_diff of 0.186159 for scaling parameter of 2.520000.
Found r_diff of 0.188433 for scaling parameter of 2.540000.
Found r_diff of 0.191969 for scaling parameter of 2.560000.
Found r_diff of 0.190644 for scaling parameter of 2.580000.
Found r_diff of 0.188510 for scaling parameter of 2.600000.
Found r_diff of 0.178903 for scaling parameter of 2.620000.
Found r_diff of 0.179656 for scaling parameter of 2.640000.
Found r_diff of 0.182898 for scaling parameter of 2.660000.
Found r_diff of 0.183727 for scaling parameter of 2.680000.
Found r_diff of 0.179259 for scaling parameter of 2.700000.
Found r_diff of 0.184644 for scaling parameter of 2.720000.
Found r_diff of 0.174696 for scaling parameter of 2.740000.
Found r_diff of 0.176273 for scaling parameter of 2.760000.
Found r_diff of 0.168459 for scaling parameter of 2.780000.
Found r_diff of 0.176670 for scaling parameter of 2.800000.
Found r_diff of 0.167820 for scaling parameter of 2.820000.
Found r_diff of 0.176646 for scaling parameter of 2.840000.
Found r_diff of 0.170242 for scaling parameter of 2.860000.
Found r_diff of 0.161812 for scaling parameter of 2.880000.
Found r_diff of 0.160874 for scaling parameter of 2.900000.
Found r_diff of 0.165916 for scaling parameter of 2.920000.
Found r_diff of 0.162263 for scaling parameter of 2.940000.
Found r_diff of 0.169556 for scaling parameter of 2.960000.
Found r_diff of 0.156974 for scaling parameter of 2.980000.
Found r_diff of 0.164552 for scaling parameter of 3.000000.
Found r_diff of 0.164390 for scaling parameter of 3.020000.
Found r_diff of 0.156914 for scaling parameter of 3.040000.
Found r_diff of 0.158279 for scaling parameter of 3.060000.
Found r_diff of 0.163288 for scaling parameter of 3.080000.
Found r_diff of 0.152600 for scaling parameter of 3.100000.
Found r_diff of 0.152470 for scaling parameter of 3.120000.
Found r_diff of 0.143258 for scaling parameter of 3.140000.
Found r_diff of 0.156119 for scaling parameter of 3.160000.
Found r_diff of 0.156336 for scaling parameter of 3.180000.
Found r_diff of 0.145689 for scaling parameter of 3.200000.
Found r_diff of 0.154097 for scaling parameter of 3.220000.
Found r_diff of 0.153440 for scaling parameter of 3.240000.
Found r_diff of 0.148740 for scaling parameter of 3.260000.
Found r_diff of 0.138565 for scaling parameter of 3.280000.
Found r_diff of 0.153273 for scaling parameter of 3.300000.
Found r_diff of 0.149447 for scaling parameter of 3.320000.
Found r_diff of 0.148740 for scaling parameter of 3.340000.
Found r_diff of 0.140040 for scaling parameter of 3.360000.
Found r_diff of 0.146628 for scaling parameter of 3.380000.
Found r_diff of 0.141479 for scaling parameter of 3.400000.
Found r_diff of 0.130526 for scaling parameter of 3.420000.
Found r_diff of 0.134458 for scaling parameter of 3.440000.
Found r_diff of 0.144456 for scaling parameter of 3.460000.
Found r_diff of 0.146933 for scaling parameter of 3.480000.
Found r_diff of 0.142049 for scaling parameter of 3.500000.
Found r_diff of 0.134252 for scaling parameter of 3.520000.
Found r_diff of 0.131519 for scaling parameter of 3.540000.
Found r_diff of 0.127638 for scaling parameter of 3.560000.
Found r_diff of 0.132547 for scaling parameter of 3.580000.
Found r_diff of 0.138503 for scaling parameter of 3.600000.
Found r_diff of 0.124115 for scaling parameter of 3.620000.
Found r_diff of 0.135770 for scaling parameter of 3.640000.
Found r_diff of 0.124821 for scaling parameter of 3.660000.
Found r_diff of 0.126528 for scaling parameter of 3.680000.
Found r_diff of 0.118755 for scaling parameter of 3.700000.
Found r_diff of 0.126743 for scaling parameter of 3.720000.
Found r_diff of 0.114757 for scaling parameter of 3.740000.
Found r_diff of 0.126186 for scaling parameter of 3.760000.
Found r_diff of 0.124518 for scaling parameter of 3.780000.
Found r_diff of 0.118741 for scaling parameter of 3.800000.
Found r_diff of 0.118989 for scaling parameter of 3.820000.
Found r_diff of 0.116419 for scaling parameter of 3.840000.
Found r_diff of 0.109896 for scaling parameter of 3.860000.
Found r_diff of 0.111963 for scaling parameter of 3.880000.
Found r_diff of 0.110311 for scaling parameter of 3.900000.
Found r_diff of 0.109014 for scaling parameter of 3.920000.
Found r_diff of 0.105571 for scaling parameter of 3.940000.
Found r_diff of 0.117161 for scaling parameter of 3.960000.
Found r_diff of 0.112760 for scaling parameter of 3.980000.
Found r_diff of 0.109420 for scaling parameter of 4.000000.
Found r_diff of 0.108356 for scaling parameter of 4.020000.
Found r_diff of 0.115025 for scaling parameter of 4.040000.
Found r_diff of 0.108871 for scaling parameter of 4.060000.
Found r_diff of 0.093736 for scaling parameter of 4.080000.
Found r_diff of 0.106311 for scaling parameter of 4.100000.
Found r_diff of 0.109344 for scaling parameter of 4.120000.
Found r_diff of 0.104129 for scaling parameter of 4.140000.
Found r_diff of 0.095703 for scaling parameter of 4.160000.
Found r_diff of 0.112510 for scaling parameter of 4.180000.
Found r_diff of 0.104442 for scaling parameter of 4.200000.
Found r_diff of 0.110826 for scaling parameter of 4.220000.
Found r_diff of 0.096799 for scaling parameter of 4.240000.
Found r_diff of 0.093688 for scaling parameter of 4.260000.
Found r_diff of 0.096651 for scaling parameter of 4.280000.
Found r_diff of 0.087210 for scaling parameter of 4.300000.
Found r_diff of 0.101038 for scaling parameter of 4.320000.
Found r_diff of 0.085653 for scaling parameter of 4.340000.
Found r_diff of 0.089770 for scaling parameter of 4.360000.
Found r_diff of 0.093667 for scaling parameter of 4.380000.
Found r_diff of 0.093238 for scaling parameter of 4.400000.
Found r_diff of 0.086501 for scaling parameter of 4.420000.
Found r_diff of 0.098045 for scaling parameter of 4.440000.
Found r_diff of 0.089527 for scaling parameter of 4.460000.
Found r_diff of 0.082705 for scaling parameter of 4.480000.
Found r_diff of 0.094609 for scaling parameter of 4.500000.
Found r_diff of 0.087528 for scaling parameter of 4.520000.
Found r_diff of 0.086370 for scaling parameter of 4.540000.
Found r_diff of 0.087477 for scaling parameter of 4.560000.
Found r_diff of 0.078330 for scaling parameter of 4.580000.
Found r_diff of 0.081495 for scaling parameter of 4.600000.
Found r_diff of 0.076930 for scaling parameter of 4.620000.
Found r_diff of 0.087145 for scaling parameter of 4.640000.
Found r_diff of 0.070538 for scaling parameter of 4.660000.
Found r_diff of 0.084592 for scaling parameter of 4.680000.
Found r_diff of 0.075280 for scaling parameter of 4.700000.
Found r_diff of 0.077120 for scaling parameter of 4.720000.
Found r_diff of 0.062397 for scaling parameter of 4.740000.
Found r_diff of 0.079173 for scaling parameter of 4.760000.
Found r_diff of 0.073832 for scaling parameter of 4.780000.
Found r_diff of 0.081389 for scaling parameter of 4.800000.
Found r_diff of 0.065947 for scaling parameter of 4.820000.
Found r_diff of 0.076234 for scaling parameter of 4.840000.
Found r_diff of 0.070958 for scaling parameter of 4.860000.
Found r_diff of 0.063343 for scaling parameter of 4.880000.
Found r_diff of 0.071620 for scaling parameter of 4.900000.
Found r_diff of 0.067942 for scaling parameter of 4.920000.
Found r_diff of 0.065993 for scaling parameter of 4.940000.
Found r_diff of 0.064523 for scaling parameter of 4.960000.
Found r_diff of 0.068980 for scaling parameter of 4.980000.
Found r_diff of 0.063443 for scaling parameter of 5.000000.
Found r_diff of 0.066117 for scaling parameter of 5.020000.
Found r_diff of 0.065950 for scaling parameter of 5.040000.
Found r_diff of 0.058920 for scaling parameter of 5.060000.
Found r_diff of 0.064966 for scaling parameter of 5.080000.
Found r_diff of 0.066044 for scaling parameter of 5.100000.
Found r_diff of 0.056926 for scaling parameter of 5.120000.
Found r_diff of 0.061141 for scaling parameter of 5.140000.
Found r_diff of 0.053003 for scaling parameter of 5.160000.
Found r_diff of 0.064220 for scaling parameter of 5.180000.
Found r_diff of 0.055822 for scaling parameter of 5.200000.
Found r_diff of 0.051189 for scaling parameter of 5.220000.
Found r_diff of 0.060571 for scaling parameter of 5.240000.
Found r_diff of 0.048135 for scaling parameter of 5.260000.
Found r_diff of 0.059010 for scaling parameter of 5.280000.
Found r_diff of 0.042163 for scaling parameter of 5.300000.
Found r_diff of 0.050943 for scaling parameter of 5.320000.
Found r_diff of 0.040968 for scaling parameter of 5.340000.
Found r_diff of 0.051669 for scaling parameter of 5.360000.
Found r_diff of 0.043322 for scaling parameter of 5.380000.
Found r_diff of 0.049067 for scaling parameter of 5.400000.
Found r_diff of 0.050676 for scaling parameter of 5.420000.
Found r_diff of 0.043730 for scaling parameter of 5.440000.
Found r_diff of 0.050574 for scaling parameter of 5.460000.
Found r_diff of 0.050854 for scaling parameter of 5.480000.
Found r_diff of 0.047258 for scaling parameter of 5.500000.
Found r_diff of 0.041393 for scaling parameter of 5.520000.
Found r_diff of 0.050606 for scaling parameter of 5.540000.
Found r_diff of 0.046600 for scaling parameter of 5.560000.
Found r_diff of 0.055912 for scaling parameter of 5.580000.
Found r_diff of 0.039743 for scaling parameter of 5.600000.
Found r_diff of 0.046117 for scaling parameter of 5.620000.
Found r_diff of 0.036665 for scaling parameter of 5.640000.
Found r_diff of 0.035377 for scaling parameter of 5.660000.
Found r_diff of 0.046548 for scaling parameter of 5.680000.
Found r_diff of 0.040954 for scaling parameter of 5.700000.
Found r_diff of 0.032889 for scaling parameter of 5.720000.
Found r_diff of 0.039394 for scaling parameter of 5.740000.
Found r_diff of 0.033645 for scaling parameter of 5.760000.
Found r_diff of 0.029407 for scaling parameter of 5.780000.
Found r_diff of 0.033916 for scaling parameter of 5.800000.
Found r_diff of 0.027239 for scaling parameter of 5.820000.
Found r_diff of 0.031791 for scaling parameter of 5.840000.
Found r_diff of 0.034290 for scaling parameter of 5.860000.
Found r_diff of 0.030025 for scaling parameter of 5.880000.
Found r_diff of 0.032548 for scaling parameter of 5.900000.
Found r_diff of 0.030289 for scaling parameter of 5.920000.
Found r_diff of 0.015102 for scaling parameter of 5.940000.
Found r_diff of 0.028025 for scaling parameter of 5.960000.
Found r_diff of 0.027062 for scaling parameter of 5.980000.
Found r_diff of 0.032719 for scaling parameter of 6.000000.
Found r_diff of 0.032765 for scaling parameter of 6.020000.
Found r_diff of 0.019197 for scaling parameter of 6.040000.
Found r_diff of 0.018072 for scaling parameter of 6.060000.
Found r_diff of 0.024299 for scaling parameter of 6.080000.
Found r_diff of 0.017972 for scaling parameter of 6.100000.
Found r_diff of 0.027219 for scaling parameter of 6.120000.
Found r_diff of 0.025321 for scaling parameter of 6.140000.
Found r_diff of 0.014036 for scaling parameter of 6.160000.
Found r_diff of 0.017868 for scaling parameter of 6.180000.
Found r_diff of 0.017629 for scaling parameter of 6.200000.
Found r_diff of 0.014628 for scaling parameter of 6.220000.
Found r_diff of 0.020867 for scaling parameter of 6.240000.
Found r_diff of 0.014290 for scaling parameter of 6.260000.
Found r_diff of 0.022574 for scaling parameter of 6.280000.
Found r_diff of 0.008621 for scaling parameter of 6.300000.
Found scaling parameter of 6.300000 to match average R of 0.533594 for group Aichi/1968
Found r_diff of 0.363831 for scaling parameter of 1.000000.
Found r_diff of 0.379056 for scaling parameter of 1.020000.
Found r_diff of 0.364203 for scaling parameter of 1.040000.
Found r_diff of 0.358789 for scaling parameter of 1.060000.
Found r_diff of 0.356834 for scaling parameter of 1.080000.
Found r_diff of 0.357138 for scaling parameter of 1.100000.
Found r_diff of 0.354466 for scaling parameter of 1.120000.
Found r_diff of 0.375455 for scaling parameter of 1.140000.
Found r_diff of 0.372904 for scaling parameter of 1.160000.
Found r_diff of 0.366810 for scaling parameter of 1.180000.
Found r_diff of 0.329109 for scaling parameter of 1.200000.
Found r_diff of 0.348174 for scaling parameter of 1.220000.
Found r_diff of 0.343808 for scaling parameter of 1.240000.
Found r_diff of 0.330485 for scaling parameter of 1.260000.
Found r_diff of 0.354935 for scaling parameter of 1.280000.
Found r_diff of 0.319787 for scaling parameter of 1.300000.
Found r_diff of 0.335108 for scaling parameter of 1.320000.
Found r_diff of 0.324938 for scaling parameter of 1.340000.
Found r_diff of 0.308096 for scaling parameter of 1.360000.
Found r_diff of 0.323030 for scaling parameter of 1.380000.
Found r_diff of 0.338365 for scaling parameter of 1.400000.
Found r_diff of 0.330036 for scaling parameter of 1.420000.
Found r_diff of 0.334479 for scaling parameter of 1.440000.
Found r_diff of 0.322356 for scaling parameter of 1.460000.
Found r_diff of 0.323699 for scaling parameter of 1.480000.
Found r_diff of 0.337509 for scaling parameter of 1.500000.
Found r_diff of 0.308519 for scaling parameter of 1.520000.
Found r_diff of 0.337119 for scaling parameter of 1.540000.
Found r_diff of 0.323597 for scaling parameter of 1.560000.
Found r_diff of 0.318878 for scaling parameter of 1.580000.
Found r_diff of 0.316118 for scaling parameter of 1.600000.
Found r_diff of 0.311741 for scaling parameter of 1.620000.
Found r_diff of 0.318767 for scaling parameter of 1.640000.
Found r_diff of 0.331151 for scaling parameter of 1.660000.
Found r_diff of 0.317782 for scaling parameter of 1.680000.
Found r_diff of 0.309276 for scaling parameter of 1.700000.
Found r_diff of 0.305837 for scaling parameter of 1.720000.
Found r_diff of 0.293782 for scaling parameter of 1.740000.
Found r_diff of 0.325938 for scaling parameter of 1.760000.
Found r_diff of 0.279872 for scaling parameter of 1.780000.
Found r_diff of 0.293343 for scaling parameter of 1.800000.
Found r_diff of 0.306365 for scaling parameter of 1.820000.
Found r_diff of 0.294171 for scaling parameter of 1.840000.
Found r_diff of 0.301246 for scaling parameter of 1.860000.
Found r_diff of 0.271951 for scaling parameter of 1.880000.
Found r_diff of 0.296815 for scaling parameter of 1.900000.
Found r_diff of 0.292643 for scaling parameter of 1.920000.
Found r_diff of 0.279873 for scaling parameter of 1.940000.
Found r_diff of 0.288892 for scaling parameter of 1.960000.
Found r_diff of 0.291092 for scaling parameter of 1.980000.
Found r_diff of 0.300798 for scaling parameter of 2.000000.
Found r_diff of 0.262871 for scaling parameter of 2.020000.
Found r_diff of 0.291124 for scaling parameter of 2.040000.
Found r_diff of 0.297068 for scaling parameter of 2.060000.
Found r_diff of 0.275983 for scaling parameter of 2.080000.
Found r_diff of 0.271431 for scaling parameter of 2.100000.
Found r_diff of 0.272165 for scaling parameter of 2.120000.
Found r_diff of 0.260436 for scaling parameter of 2.140000.
Found r_diff of 0.272698 for scaling parameter of 2.160000.
Found r_diff of 0.258153 for scaling parameter of 2.180000.
Found r_diff of 0.259947 for scaling parameter of 2.200000.
Found r_diff of 0.263291 for scaling parameter of 2.220000.
Found r_diff of 0.251932 for scaling parameter of 2.240000.
Found r_diff of 0.268179 for scaling parameter of 2.260000.
Found r_diff of 0.271335 for scaling parameter of 2.280000.
Found r_diff of 0.278666 for scaling parameter of 2.300000.
Found r_diff of 0.266336 for scaling parameter of 2.320000.
Found r_diff of 0.272213 for scaling parameter of 2.340000.
Found r_diff of 0.271842 for scaling parameter of 2.360000.
Found r_diff of 0.276136 for scaling parameter of 2.380000.
Found r_diff of 0.252051 for scaling parameter of 2.400000.
Found r_diff of 0.261607 for scaling parameter of 2.420000.
